"Y","V1","V2","V3","V4","Season","WindDirection","WindSpeed","Atmosphere"
99.1106020738679,39.208,NA,9.234,4.898,"S1",0.038,2.231,-0.457
90.5789683871972,34.4,37.521,6.97,0,"S1",1.529,3.71,-0.457
30.4521790749955,37.963,46.873,8.491,0.274,"S1",0.026,3.742,-0.457
37.7827619419019,37.384,39.436,5.729,0.452,"S1",0.561,3.628,-0.457
16.168102631547,NA,40.391,8.17,0.39,"S1",0.806,2.92,-0.457
58.5134398091603,33.462,35.741,7.484,0.687,"S1",0.415,2.713,-0.457
34.0901997172962,30.675,38.915,5.593,1.296,"S1",0.899,3.884,-0.457
58.5143688537809,29.7,36.961,3.168,0.113,"S1",1.263,3.803,-0.457
52.9114561979954,33.39,35.929,9.522,0.434,"S1",0.864,3.59,-0.457
75.665098306667,25.284,28.744,9.284,0.673,"S1",0.981,6.341,-0.457
36.3331743172538,40.204,43.701,5.838,0,"S1",1.179,5.394,-0.457
35.5945284654695,39.635,39.112,5.297,1.451,"S1",0.704,2.601,-0.457
19.4957394754738,24.039,32.765,7.331,0.909,"S1",1.033,4.226,-0.457
26.5407141061544,33.596,38.807,5.718,0.683,"S1",0.625,4.49,-0.457
17.43026649317,37.081,35.753,7.228,0,"S1",2.148,2.744,-0.457
21.7414545418961,38.333,40.679,4.056,0.388,"S1",1.598,5.35,-0.457
23.2604059424898,34.766,35.251,5.891,1.694,"S1",NA,3.682,-0.457
49.683039871731,35.822,37.474,7.853,1.592,"S1",0.123,3.01,-0.457
17.9015467900097,25.923,30.194,5.789,3.609,"S1",1.217,5.237,-0.457
18.4814203723574,30.411,32.344,5.953,NA,"S1",1.282,5.291,-0.457
54.6895792171837,33.644,34.38,5.884,1.614,"S1",0.711,4.878,-0.457
16.7679068043211,NA,32.59,10.115,0.131,"S1",1.924,4.644,-0.457
47.8047190420493,32.19,37.79,4.156,2.139,"S1",0.501,3.078,0.072
152.612216090912,33.403,39.679,7.274,0.963,"S1",0.9,6.289,0.072
16.6322673616298,NA,41.753,4.104,0,"S1",0.776,3.037,0.072
54.4078273545063,34.367,36.334,6.591,0,"S1",0.83,6.204,0.072
17.3918070609528,31.501,37.258,6.333,1.141,"S1",2.026,5.568,0.072
73.2232511434995,36.785,NA,5.966,1.704,"S1",1.967,4.665,0.072
44.3227488438919,36.245,38.772,8.558,1.553,"S1",0.54,4.685,0.072
5.21951876472913,38.572,39.138,4.481,0,"S1",0.729,4.4,0.072
57.5267770507447,37.851,38.071,8.478,0,"S1",0.89,6.467,0.072
66.6570381062638,36.168,40.041,8.502,1.086,"S1",0.207,5.064,0.072
73.232043816182,38.311,43.891,8.858,0,"S1",1.709,6.135,0.072
30.8837788634932,32.673,32.581,4.241,2.474,"S1",1.715,5.535,0.072
17.9774922141174,40.35,43.815,8.135,0.696,"S1",-2.886,4.06,0.072
28.4525122837662,40.609,44.132,6.928,0,"S1",1.488,5.166,0.072
75.8440799992356,35.66,38.791,4.86,1.478,"S1",1.899,5.697,0.072
52.9832719576208,34.027,36.269,7.11,2.212,"S1",-0.667,1.17,0.072
28.5937692871956,37.296,86.432,4.786,0.442,"S1",0.259,5.423,0.072
11.805155840854,33.845,35.212,8.73,0.892,"S1",2.602,4.063,0.072
62.1734955956365,32.519,32.033,4.657,0,"S1",0.978,4.264,0.072
71.5329133154176,33.031,41.274,10.173,2.701,"S1",1.136,5.857,0.072
36.2375029325112,26.729,38.117,6.073,0,"S1",1.451,4.464,0.072
20.0212265631989,25.113,25.54,7.164,0,"S1",1.818,3.448,0.072
19.4746533885205,25.257,28.742,4.613,0.301,"S1",0.205,3.181,0.072
61.5835838707418,29.697,29.573,7.531,0.823,"S1",1.577,4.532,0.072
18.9359135229814,32.028,35.019,5.063,0,"S1",0.932,4.254,0.072
36.8157980220517,38.648,46.442,5.918,0.852,"S2",2.543,2.783,-1.128
30.5567196507089,31.128,38.589,3.794,1.262,"S2",2.097,3.872,-1.128
7.02788745602413,30.823,33.793,6.604,0,"S2",0.671,2.281,-1.128
83.9284562655277,34.603,35.531,3.031,0,"S2",1.106,6.308,-1.128
83.0459717018232,24.781,36.159,8.513,0,"S2",0.841,3.547,-1.128
41.5424150919224,31.457,39.818,9.639,2.525,"S2",1.089,4.536,-1.128
2.19911194141607,40.46,49.228,5.58,0.342,"S2",0.101,3.052,-1.128
21.6514568649248,21.264,27.177,9.946,0.892,"S2",1.612,5.989,-1.128
31.7752441645673,36.578,36.339,15.201,0.202,"S2",0.86,6.144,-1.128
55.1283712259296,34.916,40.686,5.035,0.623,"S2",2.726,4.058,-1.128
31.4264823224399,31.824,34.53,6.234,0.95,"S2",0.477,4.55,-1.128
3.0301665263017,24.474,37.086,7.022,NA,"S2",0.447,2.97,-1.128
0.120653660520855,32.705,47.656,1.57,0.294,"S2",1.602,4.481,-1.128
9.22764107244336,26.386,28.064,4.545,0,"S2",1.341,6.144,-1.128
0.0535936694758625,33.671,50.577,4.614,1.046,"S2",-0.297,3.035,-1.128
56.3206876746772,33.251,36.201,33.683,0.403,"S2",0.638,4.297,-1.128
7.76717464935348,35.669,33.662,8.298,0,"S2",0.343,3.62,-1.128
28.3657425750425,33.67,37.074,17.411,1.094,"S2",1.054,5.008,-1.128
33.3462885486649,43.794,41.91,1.273,3.678,"S2",1.859,4.286,-1.128
23.5221187109466,33.489,38.982,1.744,0.801,"S2",-0.16,2.329,-1.128
40.3344817834622,31.137,33.198,19.588,0,"S2",2.092,5.044,-1.128
54.4518060371024,33.781,33.26,10.998,0.328,"S2",1.837,4.791,-1.128
56.7039112145657,35.232,33.928,10.728,0,"S2",1.826,4.654,-1.128
60.1501357194155,34.086,39.877,4.272,0.748,"S2",1.817,6.337,-1.128
61.1845948383434,35.583,40.747,6.836,0,"S2",0.957,4.298,-1.128
15.833607917147,31.016,36.869,6.409,0,"S2",-0.6,2.728,0.082
69.2731688094276,27.904,31.548,5.821,0.433,"S2",0.7,4.621,0.082
37.3301975179937,47.139,43.753,3.709,0.283,"S2",-0.282,4.306,0.082
93.4662513664473,32.999,33.953,5.317,0,"S2",0.561,5.947,0.082
4.51338106675612,37.039,39.508,0.334,0.718,"S2",0.522,4.808,0.082
29.1084348801574,38.019,41.135,15.185,0,"S2",0.534,2.221,0.082
24.698360504188,36.178,40.198,13.414,0,"S2",1.021,5.735,0.082
4.52352402391801,33.765,37.357,11.874,1.744,"S2",1.325,4.142,0.082
1.37221096614826,30.704,43.847,25.772,2.236,"S2",2.991,3.045,0.082
28.766231515434,32.987,38.636,1.766,1.434,"S2",1.702,4.6,0.082
17.085546847731,33.255,45.23,6.805,2.48,"S2",0.259,3.803,0.082
38.1364624679361,24.909,26.143,1.759,0,"S2",0.054,4.742,0.082
23.575214978548,34.732,40.106,3.464,4.159,"S2",1.367,6.781,0.082
67.8417641102178,33.94,36.694,5.094,1.244,"S2",0.722,4.402,0.082
120.472622916682,37.093,38.608,16.538,0,"S2",1.429,3.561,0.082
20.9714193843576,32.899,36.911,9.511,1.791,"S2",-0.199,1.729,0.082
10.6080933330681,35.605,40.692,7.122,0.481,"S2",NA,5.261,0.082
62.7132906759903,40.333,49.706,1.635,0,"S2",0.075,3.013,0.082
17.5602870432974,37.585,33.409,3.217,0.178,"S2",2.429,4.981,0.082
59.3594645961543,39.098,45.428,19.875,1.083,"S2",1.062,4.462,0.082
118.725626615397,41.761,44.342,17.461,0,"S2",0.572,4.988,0.082
22.5705296616079,34.366,44.184,4.391,0.18,"S2",0.521,3.652,0.082
58.5534824605224,33.282,38.635,NA,0,"S2",1.336,5.75,0.082
71.0971146690178,32.964,41.058,33.318,2.474,"S2",1.785,NA,0.082
23.5260399716066,NA,41.838,4.493,1.351,"S2",1.095,5.108,0.082
25.6355829391717,29.529,33.34,5.975,4.134,"S2",1.961,5.467,0.382
64.8073828178198,36.1,40.875,7.484,0,"S2",1.468,4.337,0.382
4.80055556679068,37.676,37.323,4.117,0,"S2",1.487,5.051,0.382
8.58927830432896,44.038,42.67,4.831,0.358,"S2",-0.507,2.873,0.382
10.824803113387,32.048,37.444,3.442,0,"S2",0.11,4.429,0.382
8.90933586804956,38.296,39.106,6.225,1.202,"S2",-0.089,3.637,0.382
36.7209738047691,33.328,41.102,5.649,0,"S2",0.989,6.567,0.382
5.3538851928047,26.67,38.644,19.802,0,"S2",0.394,4.308,0.382
10.9158810021964,34.885,34.01,0.157,1.024,"S2",0.361,3.136,0.382
8.58397735212244,34.718,38.43,2.011,0,"S2",1.826,5.141,0.382
61.8843474629886,38.924,37.845,2.29,0.066,"S2",1.3,4.68,0.382
41.7835519470278,28.023,35.997,4.046,0,"S2",0.75,4.492,0.382
5.62084681237378,31.509,33.429,0.269,0,"S2",0.104,2.024,0.382
14.403743294515,30.557,37.423,2.733,0.035,"S2",0.565,2.985,0.382
53.8108495289701,34.723,39.457,3.019,0,"S2",1.284,4.579,0.382
65.2658486397442,39.834,40.037,10.859,2.281,"S2",0.97,5.64,0.382
52.3881088193751,32.479,36.42,14.837,0,"S2",0.323,5.052,0.382
11.0723021635685,41.917,43.211,11.364,0,"S2",1.387,6.721,0.382
50.9736764087985,38.084,40.468,0.288,2.666,"S2",0.852,5.448,0.382
26.8970331661058,43.548,39.904,6.24,0,"S2",0.858,3.927,0.382
15.8720673804884,30.28,30.809,9.554,0.018,"S2",0.908,4.277,0.382
17.4036837902146,35.995,39.642,22.395,5.84,"S2",-0.448,1.931,0.382
6.70372078050568,35.921,37.246,0.045,0,"S2",2.224,4.828,0.382
11.901398899045,40.547,37.694,4.842,1.18,"S2",NA,1.865,0.382
39.1516668802186,29.864,29.784,6.294,0,"S2",0.506,4.056,0.382
57.9945839261652,32.345,37.689,4.015,0,"S2",0.981,3.337,0.981
21.0109170270732,35.831,38.055,14.708,0,"S2",0.687,4.355,0.981
24.5985964759437,33.903,38.829,12.456,0.926,"S2",1.723,4.44,0.981
16.4880519600713,33.637,38.844,8.031,0,"S2",0.447,4.011,0.981
2.40277099631982,40.14,43.185,3.007,0,"S2",0.769,2.996,0.981
29.7009167074533,33.16,44.206,9.285,0,"S2",-0.285,3.03,0.981
47.1027654901493,32.793,36.661,18.963,1.097,"S2",1.055,3.988,0.981
29.4776111442992,33.115,33.458,13.835,0,"S2",0.379,3.465,0.981
2.71367753887758,31.661,37.392,8.643,2.056,"S2",1.287,5.924,0.981
11.4557701717163,28.474,29.12,8.257,0.594,"S2",-0.139,3.628,0.981
4.64942855816302,28.158,26.933,12.183,0,"S2",0.005,2.821,0.981
33.9568879812533,33.059,35.886,5.437,1.299,"S2",1.103,5.638,0.981
8.98019024162164,32.855,38.508,31.7,0,"S2",-2.291,2.34,0.981
43.9754593569255,27.226,30.534,5.231,1.979,"S2",1.154,4.978,0.981
47.5191095499268,33.064,47.578,4.761,0.538,"S2",1.568,3.405,0.981
65.7055797021744,38.206,38.321,11.969,2.689,"S2",0.877,4.762,0.981
83.1183125286596,35,34.011,13.705,0,"S2",2.804,2.268,0.981
29.2780459965781,29.474,28.919,7.966,2.291,"S2",1.105,3.782,0.981
68.6661448259162,34.617,34.848,29.545,0.76,"S2",1.557,4.448,0.981
28.6898044603399,29.081,37.261,4.95,0,"S2",0.755,4.638,0.981
14.7098573902591,33.776,36.438,13.989,0,"S2",1.925,6.666,0.981
35.8410812058475,30.207,34.247,37.259,0,"S2",1.053,4.674,0.981
28.2849912806137,36.581,37.357,1.561,0,"S2",-1.16,1.805,0.981
8.22113351192372,37.806,47.841,6.35,1.612,"S2",1.217,6.744,0.981
93.2988180000439,36.592,39.09,23.34,1.764,"S2",1.607,6.917,0.981
72.0798922303164,29.305,32.109,14.993,0,"S2",0.961,4.962,-1.129
24.9654294811817,23.89,38.881,8.129,2.503,"S2",1.431,6.37,-1.129
0.312600541205688,34.782,36.071,20.232,2.297,"S2",1.92,5.847,-1.129
72.554553884662,24.664,31.765,12.367,0,"S2",0.324,4.287,-1.129
1.41219420337968,34.118,38.926,3.852,1.456,"S2",2.06,4.438,-1.129
26.4475382167661,NA,30.395,17.995,0.596,"S2",1.946,4.209,-1.129
6.43939536125269,29.494,30.722,9.941,0,"S2",1.854,3.406,-1.129
87.5384504467999,38.29,46.24,25.384,0,"S2",-0.327,3.541,-1.129
41.731423748487,36.129,41.178,16.398,1.156,"S2",0.332,1.887,-1.129
25.9884157109434,NA,42.902,2.332,0.387,"S2",1.76,5.93,-1.129
41.9173483566044,32.612,39.851,11.499,0.831,"S2",0.91,3.985,-1.129
34.4440253011504,38.57,39.731,1.745,0.81,"S2",2.838,3.352,-1.129
13.0363124398519,41.832,44.899,8.546,0,"S2",0.412,4.918,-1.129
48.0584222363934,35.455,52.171,19.224,1.735,"S2",1.146,5.269,-1.129
20.4503560402577,39.352,45.768,3.877,0.213,"S2",0.203,2.777,-1.129
29.7573671032151,33.14,31.847,10.891,3.018,"S2",0.985,4.423,-1.129
64.8363334882109,28.068,30.272,6.68,0.949,"S2",1.049,4.079,-1.129
30.18381031376,32.404,35.134,11.407,0.076,"S2",1.01,5.05,-1.129
47.2377253307443,31.882,32.99,6.723,0,"S2",2.251,4.712,-1.129
23.6546065172792,32.03,40.717,1.657,0.374,"S2",1.132,3.725,-1.129
6.76638849410406,37.304,NA,3.918,0,"S2",-0.347,1.524,-1.129
8.81397053334087,34.609,34.242,2.476,0,"S2",3.038,NA,-1.129
1.31590084077891,23.243,27.013,8.168,0.716,"S2",0.945,5.259,-1.129
35.8672811776591,30.836,31.866,4.243,0,"S2",1.142,4.592,-1.129
17.539570809309,33.422,38.62,5.759,2.916,"S2",0.953,5.804,-1.129
0.145825721655562,29.44,32.915,5.242,0,"S2",0.976,6.217,-0.889
0.712782726975319,31.183,35.794,2.185,0,"S2",0.161,2.653,-0.889
57.2997574670853,44.563,45.812,2.351,0,"S2",1.564,5.642,-0.889
34.3298556519872,27.919,31.875,1.57,1.278,"S2",1.695,5.089,-0.889
57.8267631033655,37.886,38.816,6.907,2.534,"S2",1.251,6.465,-0.889
2.35506164102125,33.458,35.882,8.119,0,"S2",0.819,4.887,-0.889
31.1475724760178,31.072,37.252,19.939,0,"S2",0.923,5.356,-0.889
37.629233290841,23.318,25.509,5.074,1.928,"S2",2.341,5.019,-0.889
27.3087374290541,33.471,38.251,15.986,1.203,"S2",1.404,5.318,-0.889
22.5313200018625,27.005,35.649,12.221,0,"S2",1.076,5.417,-0.889
13.4094675387301,29.842,30.643,17.056,0,"S2",0.688,2.864,-0.889
27.8226736686064,28.522,34.502,3.313,0,"S2",-0.005,NA,-0.889
18.7928982778238,25.051,28.2,1.199,1.798,"S2",1.781,6.196,-0.889
2.894386095836,30.986,32.718,14.041,0,"S2",1.053,1.631,-0.889
8.17244792618808,38.146,36.897,3.521,0.539,"S2",1.888,4.552,-0.889
145.006749324211,32.135,38.117,28.686,0.806,"S2",0.673,3.711,-0.889
9.78864512299255,27.908,31.562,1.74,1.828,"S2",0.977,4.9,-0.889
17.1138335487605,33.148,37.759,14.857,1.852,"S2",1.233,3.522,-0.889
11.1759322366694,34.361,39.848,10.311,0,"S2",-0.098,2.761,-0.889
7.10741528044417,37.491,48.294,78.03,1.333,"S2",0.876,2.971,-0.889
0.937060714201077,35.661,43.091,1.18,1.428,"S2",1.797,3.587,-0.889
13.6749640437106,37.416,39.786,9.219,4.147,"S2",0.169,3.08,-0.889
23.0239149653566,28.173,29.077,8.701,0.648,"S2",-1.004,1.256,-0.889
18.2252463311008,31.932,32.18,2.988,3.12,"S2",NA,2.892,-0.889
2.82212229046096,37.735,46.609,2.137,0,"S2",1.357,5.006,-0.889
38.9866682225329,35.575,39.016,4.423,0,"S1",-0.57,0.69,0.21
5.43548700922691,29.478,29.884,7.23,4.245,"S1",1.325,3.758,0.21
64.9462895281744,39.66,41.176,4.101,0.371,"S1",0.838,5.428,0.21
66.3359584706104,35.796,37.885,5.52,0,"S1",0.796,4.673,0.21
33.7622298292211,31.972,34.005,3.796,1.075,"S1",1.012,5.193,0.21
36.5660458625395,42.349,54.506,5.762,4.792,"S1",1.602,5.978,0.21
16.1000901401004,24.94,27.17,7.829,0.606,"S1",0.627,2.777,0.21
22.0275518997794,36.15,31.247,5.815,0.039,"S1",0.996,6.101,0.21
63.1249164061983,34.159,35.178,6.744,2.459,"S1",2.113,4.678,0.21
11.975282615845,31.494,36.168,3.624,0.282,"S1",1.967,5.437,0.21
15.3331649183046,29.486,34.055,5.369,1.559,"S1",0.805,5.179,0.21
17.9885201306399,39.547,43.512,6.408,4.367,"S1",2.077,3.844,0.21
21.8271754750691,34.354,42.57,12.824,2.237,"S1",0.757,4.218,0.21
7.17709908280649,31.978,32.537,6.498,0.556,"S1",1.11,4.037,0.21
53.4306181687914,34.074,36.048,5.034,0,"S1",0.551,1.903,0.21
29.3761007760884,36.082,38.386,4.838,1.452,"S1",1.148,4.457,0.21
31.0256167182605,35.524,47.824,7.99,1.396,"S1",0.164,3.995,0.21
58.3627483245637,29.339,35.855,6.723,0.287,"S1",2.16,4.95,0.21
4.06399188857431,31.386,39.18,4.742,3.749,"S1",2.268,6.216,0.21
46.040986493424,37.033,NA,9.204,1.089,"S1",1.13,3.154,0.21
7.60248945646703,36.644,42.681,6.634,1.595,"S1",1.093,3.673,0.21
18.9351877152955,28.585,30.323,6.647,1.676,"S1",1.703,3.526,0.21
59.6541228124222,28.6,30.319,6.023,0,"S1",1.038,4.405,0.21
39.9239915751996,30.807,40.222,5.123,0.284,"S1",0.141,1.58,0.21
11.7104341405711,28.727,29.615,6.919,0.769,"S1",0.84,3.929,0.21
90.9569398200412,31.961,36.598,7.287,0,"S1",1.612,6.063,0.83
31.6924172819263,39.148,41.554,10.15,0,"S1",1.557,6.965,0.83
46.7763613161949,30.112,30.285,7.881,0.2,"S1",1.826,4.308,0.83
26.2043046420481,34.38,32.618,10.011,1.579,"S1",0.269,5.731,0.83
35.1200870434017,NA,43.891,8.252,2.373,"S1",1.623,4.898,0.83
8.66985294781781,33.632,37.718,6.445,1.927,"S1",0.061,2.415,0.83
35.796544905042,27.518,33.893,6.988,0,"S1",1.024,5.347,0.83
5.31101916789355,37.814,40.341,8.611,0.752,"S1",0.222,3.866,0.83
111.632033306548,36.145,40.296,5.492,1.049,"S1",0.905,5.119,0.83
20.10319074802,25.681,28.137,4.514,0,"S1",0.595,4.096,0.83
2.86241885033591,34.64,36.591,6.749,3.249,"S1",2.632,5.252,0.83
25.5052848587624,38.484,40.947,4.745,1.639,"S1",2.252,3.473,0.83
55.8148262984639,NA,37.499,4.813,1.754,"S1",0.831,4.999,0.83
13.8606944724586,39.721,39.492,13.671,0.124,"S1",1.84,4.445,0.83
29.4353176126158,35.835,39.781,5.215,0.627,"S1",2.757,3.377,0.83
18.9590947209235,33.853,36.324,4.955,2.498,"S1",1.888,4.511,0.83
52.8047043736082,29.804,NA,5.658,0,"S1",1.589,6.031,0.83
22.5032066225982,34.443,34.872,6.241,0,"S1",0.183,5.2,0.83
19.2948038178153,29.892,35.386,5.293,0,"S1",1.025,4.887,0.83
169.996515424453,41.366,58.216,10.523,0,"S1",-0.187,2.851,0.83
29.0966268516328,20.438,25.932,4.658,2.078,"S1",0.295,3.425,0.83
5.13736170491355,39.726,42.88,6.724,2.001,"S1",-0.609,1.418,0.83
19.9019274785072,29.029,27.623,6.55,4.073,"S1",2.353,3.842,0.83
35.3994137218268,25.495,27.635,5.884,1.778,"S1",1.166,4.382,0.83
25.5625927022538,40.22,38.119,5.066,0,"S1",1.142,5.649,0.83
54.8732134346989,30.887,29.28,4.67,NA,"S1",-0.073,1.18,-0.89
52.7866484977483,40.902,40.719,7.14,0,"S1",1.508,4.755,-0.89
